datetime,difficulty
2021-07-02 00:00:00,1576540163917597
2021-07-01 00:00:00,1678938268791239
2021-06-30 00:00:00,1881676711985152
2021-06-29 00:00:00,1900762472906752
2021-06-28 00:00:00,1936643703439360
2021-06-27 00:00:00,1876499844737707
2021-06-26 00:00:00,1801129253229909
2021-06-25 00:00:00,1697019842498105
2021-06-24 00:00:00,1601348491542528
2021-06-23 00:00:00,1645805698023424
2021-06-22 00:00:00,1667757365351765
2021-06-21 00:00:00,1734166060204032
2021-06-20 00:00:00,1828438922086173
2021-06-19 00:00:00,2119935727763456
2021-06-18 00:00:00,2201209095644046
2021-06-17 00:00:00,2436242889244672
2021-06-16 00:00:00,2456455721167531
2021-06-15 00:00:00,2521850177388544
2021-06-14 00:00:00,2430772771174628
2021-06-13 00:00:00,2306561720451072
2021-06-12 00:00:00,1970281887301632
2021-06-11 00:00:00,1859772975298788
2021-06-10 00:00:00,1773490363199943
2021-06-09 00:00:00,1792838176778923
2021-06-08 00:00:00,1909453219925561
